20,60,2

0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,14,15,16,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,28,29,30,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,14,16,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,28,30,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,14,16,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,28,30,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,14,15,16,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,28,29,30,0,0,0,0,0,0,0,18,1,1
0,0,18,14,15,16,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,28,29,30,0,0,0,0,0,14,15,16,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,28,29,30,0,0,0,18,1,1
0,0,18,0,0,0,0,14,16,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,28,30,0,0,0,0,0,0,14,16,18,1,1
0,0,18,14,16,0,0,0,0,0,0,0,0,0,0,28,30,18,1,1
0,0,18,28,30,0,0,0,0,0,0,14,16,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,28,30,0,0,0,0,18,1,1
0,0,18,0,0,14,15,16,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,28,29,30,0,0,0,0,0,14,15,16,0,18,1,1
